Opportunity Number,Supplies Subgroup,Supplies Group,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Deal Size Category,Lat,Lon,Country_Code,Country
6177216,Garage & Car Care,Car Accessories,Loss,4,28,28,12000,3,2,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6196622,Motorcycle Parts,Performance & Non-auto,Won,3,13,13,20034,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6196874,Shelters & RV,Performance & Non-auto,Loss,4,23,23,75000,4,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6199329,Motorcycle Parts,Performance & Non-auto,Loss,4,38,38,100000,4,5,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6202296,Towing & Hitches,Car Accessories,Won,5,2,1,8000,1,1,0,Known,1,-16.130262,-63.808594,1,Bolivia
6205852,Batteries & Accessories,Car Accessories,Loss,2,30,30,55000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6208800,Exterior Accessories,Car Accessories,Loss,4,28,24,37000,1,3,0,Known,3,-16.130262,-63.808594,1,Bolivia
6209861,Garage & Car Care,Car Accessories,Won,5,6,1,19872,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6214750,Performance Parts,Performance & Non-auto,Loss,4,38,38,87000,2,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6215747,Motorcycle Parts,Performance & Non-auto,Won,5,5,5,81855,4,3,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6220797,Interior Accessories,Car Accessories,Won,5,24,21,65000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6221741,Replacement Parts,Car Accessories,Loss,5,42,42,10000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6223747,Interior Accessories,Car Accessories,Loss,4,24,24,50,2,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6223757,Shelters & RV,Performance & Non-auto,Loss,7,29,29,150000,1,1,0,Known,5,-16.130262,-63.808594,1,Bolivia
6223792,Garage & Car Care,Car Accessories,Won,5,8,8,39000,4,1,0,None,3,-16.130262,-63.808594,1,Bolivia
6223947,Exterior Accessories,Car Accessories,Won,3,15,15,6548,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6229128,Exterior Accessories,Car Accessories,Won,4,1,1,6000,3,3,0,Known,1,-16.130262,-63.808594,1,Bolivia
6229287,Motorcycle Parts,Performance & Non-auto,Loss,5,53,53,30000,2,4,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6232869,Replacement Parts,Car Accessories,Loss,2,26,26,49000,4,5,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6233175,Exterior Accessories,Car Accessories,Loss,3,26,26,34450,5,5,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6238765,Batteries & Accessories,Car Accessories,Loss,5,51,13,60000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6239514,Garage & Car Care,Car Accessories,Loss,4,29,29,30000,3,5,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6239788,Replacement Parts,Car Accessories,Won,3,6,6,35000,1,1,1,Unknown,3,-16.130262,-63.808594,1,Bolivia
6241995,Shelters & RV,Performance & Non-auto,Loss,5,20,20,20000,4,3,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6242010,Car Electronics,Car Electronics,Loss,14,28,26,41285,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6242084,Interior Accessories,Car Accessories,Won,5,84,15,5995,3,2,2,Unknown,1,-16.130262,-63.808594,1,Bolivia
6242087,Exterior Accessories,Car Accessories,Loss,4,26,26,51000,2,4,0,Known,4,-16.130262,-63.808594,1,Bolivia
6242300,Garage & Car Care,Car Accessories,Loss,5,50,39,150000,1,1,0,Known,5,-16.130262,-63.808594,1,Bolivia
6242941,Motorcycle Parts,Performance & Non-auto,Loss,3,32,7,9000,1,3,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6243186,Garage & Car Care,Car Accessories,Loss,3,53,53,25000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6243200,Batteries & Accessories,Car Accessories,Won,3,20,20,600000,1,1,3,Unknown,7,-16.130262,-63.808594,1,Bolivia
6245851,Garage & Car Care,Car Accessories,Loss,5,52,52,3500,3,2,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6246127,Garage & Car Care,Car Accessories,Loss,4,26,26,1000,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6249568,Batteries & Accessories,Car Accessories,Loss,3,36,36,200000,1,1,0,Known,5,-16.130262,-63.808594,1,Bolivia
6252722,Replacement Parts,Car Accessories,Loss,3,42,42,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6252790,Shelters & RV,Performance & Non-auto,Loss,2,23,23,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6252886,Shelters & RV,Performance & Non-auto,Loss,5,43,43,80000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6252907,Towing & Hitches,Car Accessories,Won,4,64,40,470000,1,1,3,Known,6,-16.130262,-63.808594,1,Bolivia
6253192,Motorcycle Parts,Performance & Non-auto,Loss,4,25,25,40000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6255563,Motorcycle Parts,Performance & Non-auto,Loss,3,24,24,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6255773,Motorcycle Parts,Performance & Non-auto,Loss,5,25,19,15000,1,2,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6256281,Shelters & RV,Performance & Non-auto,Won,6,31,28,33000,1,3,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6256598,Batteries & Accessories,Car Accessories,Loss,11,56,56,5100,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6258607,Performance Parts,Performance & Non-auto,Loss,2,52,52,500000,1,1,0,Unknown,7,-16.130262,-63.808594,1,Bolivia
6258874,Performance Parts,Performance & Non-auto,Loss,2,23,23,200000,5,5,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6259560,Motorcycle Parts,Performance & Non-auto,Loss,6,29,29,350000,4,1,0,Known,6,-16.130262,-63.808594,1,Bolivia
6266446,Motorcycle Parts,Performance & Non-auto,Won,7,4,3,121332,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6269913,Batteries & Accessories,Car Accessories,Won,6,3,3,2926,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6272979,Replacement Parts,Car Accessories,Loss,3,22,22,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6273126,Exterior Accessories,Car Accessories,Loss,2,24,24,50000,4,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6273152,Shelters & RV,Performance & Non-auto,Loss,2,50,50,101000,4,3,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6273757,Exterior Accessories,Car Accessories,Loss,2,97,97,55000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6273794,Motorcycle Parts,Performance & Non-auto,Loss,9,50,50,12000,1,1,0,Known,2,-16.130262,-63.808594,1,Bolivia
6279231,Replacement Parts,Car Accessories,Won,3,3,3,11000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6280097,Shelters & RV,Performance & Non-auto,Loss,2,42,42,57000,2,4,0,Known,4,-16.130262,-63.808594,1,Bolivia
6283722,Batteries & Accessories,Car Accessories,Won,6,18,17,109000,4,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6283752,Performance Parts,Performance & Non-auto,Loss,5,13,12,10000,1,3,0,Known,2,-16.130262,-63.808594,1,Bolivia
6286322,Interior Accessories,Car Accessories,Loss,7,64,62,40000,4,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6286456,Batteries & Accessories,Car Accessories,Loss,2,27,27,500000,1,1,0,Unknown,7,-16.130262,-63.808594,1,Bolivia
6288178,Batteries & Accessories,Car Accessories,Loss,4,44,44,50000,4,4,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6288346,Garage & Car Care,Car Accessories,Loss,4,46,46,110000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6288632,Shelters & RV,Performance & Non-auto,Won,6,24,17,40000,3,1,0,Known,3,-16.130262,-63.808594,1,Bolivia
6290982,Exterior Accessories,Car Accessories,Won,4,13,13,21807,3,4,1,Unknown,2,-16.130262,-63.808594,1,Bolivia
6296404,Performance Parts,Performance & Non-auto,Loss,3,23,23,150000,5,2,0,Known,5,-16.130262,-63.808594,1,Bolivia
6299112,Exterior Accessories,Car Accessories,Won,4,1,1,10000,2,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6302055,Garage & Car Care,Car Accessories,Loss,4,50,33,3000,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6302136,Performance Parts,Performance & Non-auto,Loss,2,23,23,60975,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6302139,Exterior Accessories,Car Accessories,Loss,2,63,63,10000,4,5,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6302144,Exterior Accessories,Car Accessories,Won,7,46,31,87291,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6305332,Shelters & RV,Performance & Non-auto,Loss,4,72,72,60000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6305409,Batteries & Accessories,Car Accessories,Loss,4,20,20,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6305447,Exterior Accessories,Car Accessories,Loss,4,27,27,45000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6305820,Replacement Parts,Car Accessories,Loss,2,50,50,1,5,1,0,Known,1,-16.130262,-63.808594,1,Bolivia
6308688,Shelters & RV,Performance & Non-auto,Loss,2,84,84,80000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6308731,Replacement Parts,Car Accessories,Loss,2,25,25,65000,1,2,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6312560,Exterior Accessories,Car Accessories,Loss,2,50,50,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6312568,Exterior Accessories,Car Accessories,Loss,5,20,20,28000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6312599,Motorcycle Parts,Performance & Non-auto,Loss,3,49,49,10000,4,3,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6313340,Replacement Parts,Car Accessories,Loss,2,39,39,50000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6316026,Performance Parts,Performance & Non-auto,Loss,2,68,68,150000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6316224,Replacement Parts,Car Accessories,Loss,5,21,10,7590,4,5,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6321267,Motorcycle Parts,Performance & Non-auto,Won,4,25,25,18000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6321386,Car Electronics,Car Electronics,Won,2,0,0,7895,2,3,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6326228,Car Electronics,Car Electronics,Loss,2,28,28,20000,3,4,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6334882,Exterior Accessories,Car Accessories,Won,3,1,1,35610,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6334897,Motorcycle Parts,Performance & Non-auto,Loss,4,29,29,55000,1,5,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6338385,Shelters & RV,Performance & Non-auto,Loss,4,21,21,80000,4,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6338436,Shelters & RV,Performance & Non-auto,Loss,3,21,21,300000,4,5,0,Unknown,6,-16.130262,-63.808594,1,Bolivia
6341259,Replacement Parts,Car Accessories,Loss,2,21,21,0,5,5,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6341320,Exterior Accessories,Car Accessories,Won,8,19,19,590000,1,1,4,Known,7,-16.130262,-63.808594,1,Bolivia
6341588,Batteries & Accessories,Car Accessories,Loss,2,21,21,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6348269,Batteries & Accessories,Car Accessories,Won,4,10,0,974,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6348376,Motorcycle Parts,Performance & Non-auto,Won,4,7,7,706105,5,5,3,Unknown,7,-16.130262,-63.808594,1,Bolivia
6348581,Towing & Hitches,Car Accessories,Loss,4,35,35,160000,1,1,0,Known,5,-16.130262,-63.808594,1,Bolivia
6348687,Shelters & RV,Performance & Non-auto,Loss,5,19,16,78240,1,3,2,Unknown,4,-16.130262,-63.808594,1,Bolivia
6352380,Batteries & Accessories,Car Accessories,Loss,3,32,32,12000,5,5,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6352403,Motorcycle Parts,Performance & Non-auto,Loss,3,21,21,58000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6352408,Motorcycle Parts,Performance & Non-auto,Loss,4,41,41,120000,5,5,0,Known,5,-16.130262,-63.808594,1,Bolivia
6352418,Motorcycle Parts,Performance & Non-auto,Loss,2,21,21,55000,3,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6353119,Exterior Accessories,Car Accessories,Won,3,0,0,2000,3,4,0,Known,1,-16.130262,-63.808594,1,Bolivia
6355339,Motorcycle Parts,Performance & Non-auto,Won,4,3,0,17692,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6355423,Motorcycle Parts,Performance & Non-auto,Loss,2,19,19,7000,3,3,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6355429,Motorcycle Parts,Performance & Non-auto,Won,4,2,2,10000,1,1,1,Unknown,2,-16.130262,-63.808594,1,Bolivia
6358186,Batteries & Accessories,Car Accessories,Won,2,18,18,12000,1,4,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6358250,Interior Accessories,Car Accessories,Won,5,9,8,75000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6358266,Performance Parts,Performance & Non-auto,Loss,4,25,25,70000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6360689,Batteries & Accessories,Car Accessories,Loss,3,48,48,12000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6364014,Motorcycle Parts,Performance & Non-auto,Loss,5,76,76,5000,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6364027,Batteries & Accessories,Car Accessories,Loss,2,66,66,50000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6364062,Performance Parts,Performance & Non-auto,Loss,2,19,19,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6364103,Towing & Hitches,Car Accessories,Loss,2,26,26,50000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6367045,Shelters & RV,Performance & Non-auto,Loss,2,20,20,100000,1,5,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6367070,Garage & Car Care,Car Accessories,Loss,3,61,61,28500,5,3,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6367195,Motorcycle Parts,Performance & Non-auto,Loss,2,57,57,50000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6369750,Towing & Hitches,Car Accessories,Loss,4,11,11,30000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6372887,Exterior Accessories,Car Accessories,Loss,2,47,47,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6372934,Motorcycle Parts,Performance & Non-auto,Loss,2,26,26,20000,3,5,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6373596,Interior Accessories,Car Accessories,Loss,2,18,18,0,2,2,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6373806,Shelters & RV,Performance & Non-auto,Loss,4,63,63,5000,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6376296,Replacement Parts,Car Accessories,Loss,9,32,11,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6376306,Garage & Car Care,Car Accessories,Won,2,0,0,15400,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6377034,Garage & Car Care,Car Accessories,Loss,3,32,32,150000,1,4,0,Known,5,-16.130262,-63.808594,1,Bolivia
6377102,Interior Accessories,Car Accessories,Loss,3,28,28,200000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6380102,Motorcycle Parts,Performance & Non-auto,Won,2,18,18,11000,1,1,1,Unknown,2,-16.130262,-63.808594,1,Bolivia
6380252,Replacement Parts,Car Accessories,Loss,3,18,18,300000,1,1,4,Known,6,-16.130262,-63.808594,1,Bolivia
6383575,Interior Accessories,Car Accessories,Won,2,0,0,181,2,2,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6383580,Replacement Parts,Car Accessories,Loss,2,60,60,20000,5,5,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6383719,Exterior Accessories,Car Accessories,Won,5,5,2,5000,1,1,1,Unknown,1,-16.130262,-63.808594,1,Bolivia
6383745,Interior Accessories,Car Accessories,Won,3,10,10,650000,1,1,0,Unknown,7,-16.130262,-63.808594,1,Bolivia
6383822,Garage & Car Care,Car Accessories,Loss,2,36,36,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6384076,Exterior Accessories,Car Accessories,Loss,3,31,31,30000,3,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6387428,Exterior Accessories,Car Accessories,Loss,3,19,19,100000,2,5,0,Known,5,-16.130262,-63.808594,1,Bolivia
6389793,Interior Accessories,Car Accessories,Won,5,18,11,150000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6390076,Batteries & Accessories,Car Accessories,Loss,2,46,46,400000,5,3,0,Unknown,6,-16.130262,-63.808594,1,Bolivia
6390106,Performance Parts,Performance & Non-auto,Loss,2,46,46,51000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6390352,Exterior Accessories,Car Accessories,Loss,3,21,21,50000,3,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6397766,Batteries & Accessories,Car Accessories,Won,12,53,52,80000,1,1,0,None,4,-16.130262,-63.808594,1,Bolivia
6397878,Replacement Parts,Car Accessories,Loss,4,23,23,150000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6400513,Shelters & RV,Performance & Non-auto,Won,2,1,1,66804,2,2,1,Unknown,4,-16.130262,-63.808594,1,Bolivia
6400671,Exterior Accessories,Car Accessories,Loss,2,19,19,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6403461,Motorcycle Parts,Performance & Non-auto,Loss,2,56,56,200000,5,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6403582,Batteries & Accessories,Car Accessories,Loss,3,29,29,90000,5,5,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6406566,Exterior Accessories,Car Accessories,Loss,11,49,49,0,1,5,0,Known,1,-16.130262,-63.808594,1,Bolivia
6410032,Motorcycle Parts,Performance & Non-auto,Loss,3,59,59,30000,2,5,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6410047,Motorcycle Parts,Performance & Non-auto,Won,4,7,7,6006,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6410048,Replacement Parts,Car Accessories,Loss,2,18,18,7000,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6410682,Replacement Parts,Car Accessories,Loss,2,91,91,70000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6416774,Motorcycle Parts,Performance & Non-auto,Loss,2,18,18,25000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6416957,Shelters & RV,Performance & Non-auto,Loss,2,24,24,55000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6417014,Replacement Parts,Car Accessories,Won,4,31,17,20839,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6420083,Exterior Accessories,Car Accessories,Loss,4,24,24,68600,1,5,0,Known,4,-16.130262,-63.808594,1,Bolivia
6420333,Motorcycle Parts,Performance & Non-auto,Loss,2,23,23,80000,2,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6422720,Replacement Parts,Car Accessories,Loss,4,33,25,0,2,4,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6423059,Exterior Accessories,Car Accessories,Won,5,10,10,44000,5,1,0,None,3,-16.130262,-63.808594,1,Bolivia
6425961,Performance Parts,Performance & Non-auto,Loss,3,53,53,40000,1,1,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6429894,Exterior Accessories,Car Accessories,Loss,2,18,18,30000,1,1,0,Known,3,-16.130262,-63.808594,1,Bolivia
6430022,Exterior Accessories,Car Accessories,Loss,7,27,24,60000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6432756,Towing & Hitches,Car Accessories,Loss,3,19,19,70000,1,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6432914,Exterior Accessories,Car Accessories,Loss,4,26,26,10000,1,1,0,None,2,-16.130262,-63.808594,1,Bolivia
6435213,Shelters & RV,Performance & Non-auto,Loss,3,35,35,300000,4,3,0,Unknown,6,-16.130262,-63.808594,1,Bolivia
6441189,Motorcycle Parts,Performance & Non-auto,Loss,3,57,57,15000,1,5,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6444157,Exterior Accessories,Car Accessories,Won,2,0,0,7500,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6447321,Garage & Car Care,Car Accessories,Won,2,0,0,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6447572,Motorcycle Parts,Performance & Non-auto,Loss,2,14,14,80000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6459399,Shelters & RV,Performance & Non-auto,Loss,3,15,15,40000,2,5,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6462756,Shelters & RV,Performance & Non-auto,Loss,3,16,16,50000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6462763,Shelters & RV,Performance & Non-auto,Won,6,12,12,150000,1,5,3,Unknown,5,-16.130262,-63.808594,1,Bolivia
6469032,Exterior Accessories,Car Accessories,Loss,3,25,25,5000,5,4,0,Known,1,-16.130262,-63.808594,1,Bolivia
6469048,Replacement Parts,Car Accessories,Won,3,1,1,5000,1,5,4,None,1,-16.130262,-63.808594,1,Bolivia
6475982,Garage & Car Care,Car Accessories,Loss,5,14,11,100000,1,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6479007,Towing & Hitches,Car Accessories,Won,7,10,10,30000,1,4,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6481570,Motorcycle Parts,Performance & Non-auto,Loss,2,13,13,100000,1,5,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6484313,Shelters & RV,Performance & Non-auto,Loss,2,83,83,65000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6485035,Shelters & RV,Performance & Non-auto,Loss,3,30,30,250000,4,1,0,Unknown,6,-16.130262,-63.808594,1,Bolivia
6487752,Garage & Car Care,Car Accessories,Loss,2,42,42,20000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6491473,Motorcycle Parts,Performance & Non-auto,Loss,3,37,37,15000,1,1,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6491810,Interior Accessories,Car Accessories,Loss,3,14,14,0,1,5,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6495087,Batteries & Accessories,Car Accessories,Loss,2,18,18,80000,3,3,0,Known,4,-16.130262,-63.808594,1,Bolivia
6495115,Batteries & Accessories,Car Accessories,Won,4,4,4,10000,4,5,0,Known,2,-16.130262,-63.808594,1,Bolivia
6497648,Replacement Parts,Car Accessories,Loss,3,12,12,50000,1,1,0,Unknown,4,-16.130262,-63.808594,1,Bolivia
6497715,Exterior Accessories,Car Accessories,Loss,2,14,14,20000,3,2,0,Unknown,2,-16.130262,-63.808594,1,Bolivia
6497928,Exterior Accessories,Car Accessories,Won,5,12,12,49000,3,2,0,Unknown,3,-16.130262,-63.808594,1,Bolivia
6498309,Performance Parts,Performance & Non-auto,Loss,3,42,42,118000,3,1,0,Unknown,5,-16.130262,-63.808594,1,Bolivia
6498360,Exterior Accessories,Car Accessories,Loss,5,32,32,60000,2,1,0,Known,4,-16.130262,-63.808594,1,Bolivia
6500688,Shelters & RV,Performance & Non-auto,Won,6,48,0,100000,1,1,2,None,5,-16.130262,-63.808594,1,Bolivia
6507843,Garage & Car Care,Car Accessories,Won,8,39,31,25000,3,3,0,Known,3,-16.130262,-63.808594,1,Bolivia
6511429,Motorcycle Parts,Performance & Non-auto,Loss,2,55,55,125000,4,5,0,None,5,-16.130262,-63.808594,1,Bolivia
6514841,Performance Parts,Performance & Non-auto,Loss,6,17,14,15000,1,1,0,Known,2,-16.130262,-63.808594,1,Bolivia
6514895,Exterior Accessories,Car Accessories,Loss,4,47,47,42000,4,5,0,Known,3,-16.130262,-63.808594,1,Bolivia
6518030,Exterior Accessories,Car Accessories,Won,3,12,12,8050,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6518138,Replacement Parts,Car Accessories,Won,5,11,9,350000,1,1,3,Known,6,-16.130262,-63.808594,1,Bolivia
6519008,Exterior Accessories,Car Accessories,Loss,4,55,55,0,3,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
6521402,Shelters & RV,Performance & Non-auto,Won,3,3,3,1500,1,1,0,Unknown,1,-16.130262,-63.808594,1,Bolivia
